img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/130907154434-130919133816-p-O-nizkokalorijnie-ovsjanie-pankejki-s-sirom-feta.jpg,Низкокалорийные овсяные панкейки с сыром фета,https://eda.ru/recepty/zavtraki/nizkokalorijnie-ovsjanie-pankejki-s-sirom-feta-39735,0,Европейская кухня,2,15 минут,"['{""id"": 14807, ""name"": ""Овсяные хлопья"", ""amount"": ""1 стакан""}', '{""id"": 15855, ""name"": ""Обезжиренное молоко"", ""amount"": ""1 стакан""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 столовая ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 15321, ""name"": ""Гашеная сода"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 чайная ложка""}', '{""id"": 13644, ""name"": ""Сыр фета"", ""amount"": ""по вкусу""}']",538,19,1
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213180404-140527101516-p-O-vozdushnaja-tvorozhno-bananovaja-zapekanka.jpg,Воздушная творожно-банановая запеканка,https://eda.ru/recepty/zavtraki/vozdushnaja-tvorozhno-bananovaja-zapekanka-44467,0,Авторская кухня,4,40 минут,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""300 г""}', '{""id"": 13455, ""name"": ""Манная крупа"", ""amount"": ""2 столовые ложки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""3 столовые ложки""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""2 штуки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}']",442,19,2
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214131925-120214132336-p-O-hashbraun-hash-browns.jpg,Хашбраун (hash browns),https://eda.ru/recepty/zavtraki/hashbraun-hash-browns-25113,0,Американская кухня,4,20 минут,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""2 штуки""}', '{""id"": 13475, ""name"": ""Топленое масло"", ""amount"": ""2 столовые ложки""}']",603,18,3
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213174921-1202131750141-p-O-grechnevaja-kasha-s-maslom.jpg,Гречневая каша с маслом,https://eda.ru/recepty/zavtraki/grechnevaja-kasha-s-maslom-15080,0,,4,,"['{""id"": 13564, ""name"": ""Гречневая крупа"", ""amount"": ""2 стакана""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""3 стакана""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""3 столовые ложки""}']",245,18,6
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213174921-1202131750160-p-O-pshennaja-kasha-s-maslom.jpg,Пшенная каша с маслом,https://eda.ru/recepty/zavtraki/pshennaja-kasha-s-maslom-15088,0,,4,,"['{""id"": 13710, ""name"": ""Пшено"", ""amount"": ""2 стакана""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""3 столовые ложки""}']",259,18,1
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214135414-120214135855-p-O-tvorozhnij-zavtrak-s-mango-apelsinom.jpg,Творожный завтрак с манго и апельсином,https://eda.ru/recepty/zavtraki/tvorozhnij-zavtrak-s-mango-apelsinom-27028,0,Европейская кухня,1,10 минут,"['{""id"": 14208, ""name"": ""Манго"", ""amount"": ""1 штука""}', '{""id"": 13493, ""name"": ""Творог"", ""amount"": ""100 г""}', '{""id"": 13516, ""name"": ""Апельсины"", ""amount"": ""2 штуки""}']",478,18,5
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/140331015046-140406101448-p-O-frittata-s-rikottoj.jpg,Фриттата с рикоттой,https://eda.ru/recepty/zavtraki/frittata-s-rikottoj-31115,0,Итальянская кухня,4,15 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""8 штук""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""½ головки""}', '{""id"": 14013, ""name"": ""Сыр рикотта"", ""amount"": ""250 г""}', '{""id"": 14048, ""name"": ""Перечная мята"", ""amount"": ""½ пучка""}', '{""id"": 13629, ""name"": ""Морская соль"", ""amount"": ""по вкусу""}', '{""id"": 14981, ""name"": ""Свежемолотый черный перец"", ""amount"": ""по вкусу""}', '{""id"": 15174, ""name"": ""Оливковое масло extra virgin"", ""amount"": ""2 столовые ложки""}']",598,18,2
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213185439-120213185749-p-O-tuntjerma-omlet-po-tatarski.jpg,Тунтэрма (омлет по‑татарски),https://eda.ru/recepty/zavtraki/tuntjerma-omlet-po-tatarski-21784,0,Татарская кухня,1,20 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""250 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""100 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",418,18,5
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213174921-1202131750150-p-O-grechnevaja-kasha-s-molokom.jpg,Гречневая каша с молоком,https://eda.ru/recepty/zavtraki/grechnevaja-kasha-s-molokom-15082,0,,4,,"['{""id"": 13564, ""name"": ""Гречневая крупа"", ""amount"": ""2,5 стакана""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""2 л""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}']",170,18,5
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/130330144331-130407135620-p-O-ovsjanaja-kasha-s-shokoladom-golubikoj-i-kokosovoj-struzhkoj.jpg,"Овсяная каша с шоколадом, голубикой и кокосовой…",https://eda.ru/recepty/zavtraki/ovsjanaja-kasha-s-shokoladom-golubikoj-i-kokosovoj-struzhkoj-36982,0,,1,10 минут,"['{""id"": 13576, ""name"": ""Геркулес"", ""amount"": ""60 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""300 мл""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 чайные ложки""}', '{""id"": 14096, ""name"": ""Какао-порошок"", ""amount"": ""2 чайные ложки""}', '{""id"": 16101, ""name"": ""Nutella®"", ""amount"": ""2 чайные ложки""}', '{""id"": 14485, ""name"": ""Молотая корица"", ""amount"": ""0,129 чайной ложки""}', '{""id"": 14314, ""name"": ""Кокосовая стружка"", ""amount"": ""1 столовая ложка""}', '{""id"": 14145, ""name"": ""Голубика"", ""amount"": ""¼ стакана""}']",585,18,1
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/130314030255-130514101628-p-O-tost-s-jajcom-sirom-i-zelenju.jpg,"Тост с яйцом, сыром и зеленью",https://eda.ru/recepty/zavtraki/tost-s-jajcom-sirom-i-zelenju-37621,0,Европейская кухня,1,10 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 16456, ""name"": ""Белый хлеб для тостов "", ""amount"": ""1 кусок""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""по вкусу""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 чайная ложка""}']",215,18,0
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140408181639-140415164500-p-O-pshenichnaja-kasha-s-molokom.jpg,Пшеничная каша с молоком,https://eda.ru/recepty/zavtraki/pshenichnaja-kasha-s-molokom-43439,0,Русская кухня,4,30 минут,"['{""id"": 13871, ""name"": ""Пшеничная крупа"", ""amount"": ""1 стакан""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""1,5 стакана""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""1,5 стакана""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""на кончике ножа""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 столовая ложка""}']",130,18,2
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131090259-150516145032-p-O-fruktovij-salat-s-tvorogom.jpg,Фруктовый салат с творогом,https://eda.ru/recepty/zavtraki/fruktovij-salat-s-tvorogom-47790,0,Европейская кухня,4,30 минут,"['{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 штука""}', '{""id"": 13823, ""name"": ""Киви"", ""amount"": ""1 штука""}', '{""id"": 13516, ""name"": ""Апельсины"", ""amount"": ""1 штука""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""1 штука""}', '{""id"": 16072, ""name"": ""Обезжиренный творог"", ""amount"": ""150 г""}', '{""id"": 14694, ""name"": ""Натуральный йогурт"", ""amount"": ""150 г""}']",371,18,2
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214122930-160117112428-p-O-shakshuka-izrailskaja-jaichnica.jpg,Шакшука (израильская яичница),https://eda.ru/recepty/zavtraki/shakshuka-izrailskaja-jaichnica-48466,0,Европейская кухня,5,30 минут,"['{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 14415, ""name"": ""Красный сладкий перец"", ""amount"": ""1 штука""}', '{""id"": 13722, ""name"": ""Консервированные помидоры"", ""amount"": ""1 банка""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""2 столовые ложки""}', '{""id"": 14945, ""name"": ""Кумин (зира)"", ""amount"": ""1 чайная ложка""}', '{""id"": 13592, ""name"": ""Паприка"", ""amount"": ""1 чайная ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""5 штук""}', '{""id"": 14126, ""name"": ""Рубленая петрушка"", ""amount"": ""20 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""по вкусу""}']",404,18,1
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082454-120213180411-p-O-sirniki-zolotistie.jpg,Сырники золотистые,https://eda.ru/recepty/zavtraki/sirniki-zolotistie-17832,0,Украинская кухня,6,35 минут,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""300 г""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""2 штуки""}', '{""id"": 13455, ""name"": ""Манная крупа"", ""amount"": ""1 столовая ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13434, ""name"": ""Изюм"", ""amount"": ""1 столовая ложка""}', '{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""4 столовые ложки""}']",641,17,5
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131083136-120213175035-p-O-klassicheskie-jajca-v-meshochek.jpg,Классические яйца в мешочек,https://eda.ru/recepty/zavtraki/klassicheskie-jajca-v-meshochek-15178,0,,4,,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}']",284,17,2
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214135414-120214140111-p-O-omlet-s-bekonom-parmezanom-zelenju.jpg,"Омлет с беконом, пармезаном и зеленью",https://eda.ru/recepty/zavtraki/omlet-s-bekonom-parmezanom-zelenju-27093,0,Европейская кухня,2,25 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""150 мл""}', '{""id"": 13464, ""name"": ""Бекон"", ""amount"": ""50 г""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 13417, ""name"": ""Тертый сыр пармезан "", ""amount"": ""1 столовая ложка""}', '{""id"": 15040, ""name"": ""Сушеный базилик"", ""amount"": ""щепотка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""1 пучок""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}']",205,17,0
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085148-120213175547-p-O-frittata-s-molodim-kartofelem-kopchenim-lososem-goroshkom.jpg,"Фриттата с молодым картофелем, копченым лососем…",https://eda.ru/recepty/zavtraki/frittata-s-molodim-kartofelem-kopchenim-lososem-goroshkom-16643,0,Итальянская кухня,4,25 минут,"['{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13425, ""name"": ""Укроп"", ""amount"": ""1 пучок""}', '{""id"": 13415, ""name"": ""Зеленый горошек"", ""amount"": ""100 г""}', '{""id"": 13602, ""name"": ""Копченый лосось"", ""amount"": ""200 г""}', '{""id"": 14124, ""name"": ""Молодой картофель"", ""amount"": ""500 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""8 штук""}']",695,17,3
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120424122748-120424122748-p-O-irlandskaja-ovsjanaja-kasha-s-kljukvoj-izjumom.jpg,Ирландская овсяная каша с клюквой и изюмом,https://eda.ru/recepty/zavtraki/irlandskaja-ovsjanaja-kasha-s-kljukvoj-izjumom-31101,0,Европейская кухня,2,15 минут,"['{""id"": 13576, ""name"": ""Геркулес"", ""amount"": ""120 г""}', '{""id"": 15830, ""name"": ""Молоко 3,5%-ное"", ""amount"": ""600 мл""}', '{""id"": 14116, ""name"": ""Кленовый сироп"", ""amount"": ""2 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 15015, ""name"": ""Молотый мускатный орех"", ""amount"": ""щепотка""}', '{""id"": 14172, ""name"": ""Палочки корицы"", ""amount"": ""1 штука""}', '{""id"": 13621, ""name"": ""Гвоздика"", ""amount"": ""1 штука""}', '{""id"": 13896, ""name"": ""Цедра апельсина"", ""amount"": ""1 чайная ложка""}', '{""id"": 13655, ""name"": ""Вяленая клюква"", ""amount"": ""1,5 столовые ложки""}', '{""id"": 14339, ""name"": ""Коричневый сахар"", ""amount"": ""2 столовые ложки""}', '{""id"": 15296, ""name"": ""Жаренные орехи пекан"", ""amount"": ""1 стакан""}', '{""id"": 14293, ""name"": ""Светлый изюм"", ""amount"": ""1,5 столовые ложки""}']",405,17,1
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214141717-120214142526-p-O-kljukvennie-mjusli-s-jogurtom.jpg,Клюквенные мюсли с йогуртом,https://eda.ru/recepty/zavtraki/kljukvennie-mjusli-s-jogurtom-28569,0,,4,,"['{""id"": 14389, ""name"": ""Клюквенный сок"", ""amount"": ""½ стакана""}', '{""id"": 15463, ""name"": ""Натуральный обезжиренный йогурт "", ""amount"": ""½ стакана""}', '{""id"": 14382, ""name"": ""Сушеная клюква"", ""amount"": ""2 столовые ложки""}', '{""id"": 13576, ""name"": ""Геркулес"", ""amount"": ""6 столовых ложек""}', '{""id"": 14878, ""name"": ""Ядра семян подсолнуха"", ""amount"": ""1 столовая ложка""}', '{""id"": 13932, ""name"": ""Отруби"", ""amount"": ""15 г""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""2 чайные ложки""}', '{""id"": 14050, ""name"": ""Ванильный экстракт"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",767,17,0
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085403-150604085450-p-O-prostie-sirniki.jpg,Простые сырники,https://eda.ru/recepty/zavtraki/prostie-sirniki-33032,0,,4,30 минут,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""250 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""½ стакана""}']",204,17,4
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/121022175326-121102131106-p-O-cirniki-s-jablokami.jpg,Cырники с яблоками,https://eda.ru/recepty/zavtraki/cirniki-s-jablokami-34421,0,Австралийская кухня,2,25 минут,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""250 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 чайные ложки""}', '{""id"": 13522, ""name"": ""Ваниль"", ""amount"": ""щепотка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""на кончике ножа""}']",455,17,1
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/141122084325-141201143710-p-O-blini-na-kefire-s-krasnoj-ikroj.jpg,Блины на кефире с красной икрой,https://eda.ru/recepty/zavtraki/blini-na-kefire-s-krasnoj-ikroj-37223,0,Русская кухня,4,40 минут,"['{""id"": 20482, ""name"": ""Кефир 3,2%-ый"", ""amount"": ""3 стакана""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""250 г""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""10 г""}', '{""id"": 13994, ""name"": ""Подсолнечное масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""по вкусу""}']",319,17,3
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160201161818-160208052347-p-O-ovsjanaja-kasha-s-grushej-i-shokoladom.jpg,Овсяная каша с грушей и шоколадом,https://eda.ru/recepty/zavtraki/ovsjanaja-kasha-s-grushej-i-shokoladom-37438,0,Русская кухня,1,10 минут,"['{""id"": 13576, ""name"": ""Геркулес"", ""amount"": ""60 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""300 мл""}', '{""id"": 14096, ""name"": ""Какао-порошок"", ""amount"": ""2 чайные ложки""}', '{""id"": 13637, ""name"": ""Тростниковый сахар"", ""amount"": ""1 столовая ложка""}', '{""id"": 14485, ""name"": ""Молотая корица"", ""amount"": ""щепотка""}', '{""id"": 14881, ""name"": ""Молотый имбирь"", ""amount"": ""щепотка""}', '{""id"": 15416, ""name"": ""Груши «конференц»"", ""amount"": ""½ штуки""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""по вкусу""}']",453,17,1
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131084848-130815055438-p-O-omlet-po-japonski.jpg,Омлет по‑японски,https://eda.ru/recepty/zavtraki/omlet-po-japonski-39151,0,Европейская кухня,1,20 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13440, ""name"": ""Майонез"", ""amount"": ""3 столовые ложки""}']",492,17,4
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213183151-140706115727-p-O-kartofelnie-bitochki-s-sirom-i-zelenju.jpg,Картофельные биточки с сыром и зеленью,https://eda.ru/recepty/zavtraki/kartofelnie-bitochki-s-sirom-i-zelenju-45261,0,Русская кухня,4,30 минут,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""3 штуки""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""100 г""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 штука""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 14139, ""name"": ""Специи"", ""amount"": ""по вкусу""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""1 пучок""}']",451,17,3
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150224210655-150303184856-p-O-jaichnoe-gnezdo.jpg,Яичное гнездо,https://eda.ru/recepty/zavtraki/jaichnoe-gnezdo-49207,0,Европейская кухня,2,20 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""100 г""}', '{""id"": 13464, ""name"": ""Бекон"", ""amount"": ""100 г""}', '{""id"": 13790, ""name"": ""Тосты"", ""amount"": ""2 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",707,17,5
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/170122183544-170208153415-p-O-tost-s-avokado-i-jajcom-pashot.jpg,Тост с авокадо и яйцом пашот,https://eda.ru/recepty/zavtraki/tost-s-avokado-i-jajcom-pashot-47806,0,Европейская кухня,1,10 минут,"['{""id"": 13604, ""name"": ""Авокадо"", ""amount"": ""1 штука""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 15037, ""name"": ""Цельнозерновой хлеб"", ""amount"": ""1 кусок""}', '{""id"": 13422, ""name"": ""Уксус"", ""amount"": ""1 столовая ложка""}']",498,17,4
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160608133558-160616145501-p-O-kondzhi.jpg,Конджи,https://eda.ru/recepty/zavtraki/kondzhi-69553,1,Китайская кухня,4,1 час 35 минут,"['{""id"": 13435, ""name"": ""Рис"", ""amount"": ""200 г""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13525, ""name"": ""Имбирь"", ""amount"": ""50 г""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""1 столовая ложка""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""2 штуки""}', '{""id"": 14569, ""name"": ""Устричный соус"", ""amount"": ""1 столовая ложка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 14353, ""name"": ""Грибы шиитаке"", ""amount"": ""6 штук""}', '{""id"": 13609, ""name"": ""Кунжутное масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13545, ""name"": ""Куриный бульон"", ""amount"": ""1 л""}']",581,16,3
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213184037-120213184431-p-O-pikantnie-sosiski.jpg,Пикантные сосиски,https://eda.ru/recepty/zavtraki/pikantnie-sosiski-20875,0,,4,,"['{""id"": 13754, ""name"": ""Сосиски"", ""amount"": ""4 штуки""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""8 кусков""}', '{""id"": 13554, ""name"": ""Слоеное тесто"", ""amount"": ""350 г""}', '{""id"": 13611, ""name"": ""Маринованные огурцы"", ""amount"": ""2 штуки""}', '{""id"": 13419, ""name"": ""Горчица"", ""amount"": ""1 чайная ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}']",382,16,4
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214130615-120214131111-p-O-frittata-s-fetoy-cukini-i-myatoy.jpg,"Фриттата с фетой, цукини и мятой",https://eda.ru/recepty/zavtraki/frittata-s-fetoy-cukini-i-myatoy-24397,0,Итальянская кухня,4,,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""6 штук""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""150 мл""}', '{""id"": 13582, ""name"": ""Цукини"", ""amount"": ""3 штуки""}', '{""id"": 14680, ""name"": ""Листья мяты"", ""amount"": ""10 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13644, ""name"": ""Сыр фета"", ""amount"": ""150 г""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",500,16,0
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/140612200952-140617144026-p-O-omlet-s-klubnikoj.jpg,Омлет с клубникой,https://eda.ru/recepty/zavtraki/omlet-s-klubnikoj-32087,0,Русская кухня,3,20 минут,"['{""id"": 13411, ""name"": ""Вода"", ""amount"": ""2 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""6 штук""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""щепотка""}', '{""id"": 13930, ""name"": ""Сливочный сыр"", ""amount"": ""50 г""}', '{""id"": 13494, ""name"": ""Клубника"", ""amount"": ""150 г""}', '{""id"": 13637, ""name"": ""Тростниковый сахар"", ""amount"": ""2 столовые ложки""}']",178,16,3
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082454-150910225857-p-O-nezhnie-sirniki.jpg,Нежные сырники,https://eda.ru/recepty/zavtraki/nezhnie-sirniki-34118,0,Русская кухня,4,15 минут,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""500 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}']",310,16,5
